Media,Model,Treatment,Initial Density,Days of incubation,E. huxleyi per mL
SW,Virulent lytic-only,Preinfected,to the first,11,0
SW,Virulent lytic-only,Preinfected,to the second,11,19
SW,Virulent lytic-only,Preinfected,to the third,11,19
SW,Virulent lytic-only,Preinfected,to the fourth,11,41
SW,Virulent lytic-only,Preinfected,to the fifth,11,410
SW,Virulent lytic-only,Preinfected with added viruses,to the first,11,0
SW,Virulent lytic-only,Preinfected with added viruses,to the second,11,0
SW,Virulent lytic-only,Preinfected with added viruses,to the third,11,4
SW,Virulent lytic-only,Preinfected with added viruses,to the fourth,11,41
SW,Virulent lytic-only,Preinfected with added viruses,to the fifth,11,410
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the first,11,625
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the second,11,5012
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the third,11,4525
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,11,1771
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,11,447
SW,Temperate with phenomenological induction,Uninfected,to the first,11,625
SW,Temperate with phenomenological induction,Uninfected,to the second,11,4983
SW,Temperate with phenomenological induction,Uninfected,to the third,11,39688
SW,Temperate with phenomenological induction,Uninfected,to the fourth,11,315930
SW,Temperate with phenomenological induction,Uninfected,to the fifth,11,2513804
SW,Temperate with phenomenological induction,Preinfected,to the first,11,625
SW,Temperate with phenomenological induction,Preinfected,to the second,11,5046
SW,Temperate with phenomenological induction,Preinfected,to the third,11,4829
SW,Temperate with phenomenological induction,Preinfected,to the fourth,11,2098
SW,Temperate with phenomenological induction,Preinfected,to the fifth,11,410
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the first,11,625
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the second,11,2027
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the third,11,2533
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,11,1501
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,11,410
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,12,631
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,12,1556
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,12,293
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,12,390
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,12,268
SW,Temperate with autophagy-triggered induction,Uninfected,to the first,12,631
SW,Temperate with autophagy-triggered induction,Uninfected,to the second,12,5017
SW,Temperate with autophagy-triggered induction,Uninfected,to the third,12,39905
SW,Temperate with autophagy-triggered induction,Uninfected,to the fourth,12,317291
SW,Temperate with autophagy-triggered induction,Uninfected,to the fifth,12,2522343
SW,Temperate with autophagy-triggered induction,Preinfected,to the first,12,636
SW,Temperate with autophagy-triggered induction,Preinfected,to the second,12,1460
SW,Temperate with autophagy-triggered induction,Preinfected,to the third,12,280
SW,Temperate with autophagy-triggered induction,Preinfected,to the fourth,12,462
SW,Temperate with autophagy-triggered induction,Preinfected,to the fifth,12,246
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,12,0
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,12,1
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,12,12
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,12,120
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,12,246
SW,Virulent lytic-only,10:1 Co-incubation,to the first,12,631
SW,Virulent lytic-only,10:1 Co-incubation,to the second,12,1453
SW,Virulent lytic-only,10:1 Co-incubation,to the third,12,128
SW,Virulent lytic-only,10:1 Co-incubation,to the fourth,12,50
SW,Virulent lytic-only,10:1 Co-incubation,to the fifth,12,268
SW,Virulent lytic-only,Uninfected,to the first,12,631
SW,Virulent lytic-only,Uninfected,to the second,12,5017
SW,Virulent lytic-only,Uninfected,to the third,12,39905
SW,Virulent lytic-only,Uninfected,to the fourth,12,317291
SW,Virulent lytic-only,Uninfected,to the fifth,12,2522343
SW,Virulent lytic-only,Preinfected,to the first,12,1
SW,Virulent lytic-only,Preinfected,to the second,12,40
SW,Virulent lytic-only,Preinfected,to the third,12,31
SW,Virulent lytic-only,Preinfected,to the fourth,12,25
SW,Virulent lytic-only,Preinfected,to the fifth,12,246
SW,Virulent lytic-only,Preinfected with added viruses,to the first,12,0
SW,Virulent lytic-only,Preinfected with added viruses,to the second,12,0
SW,Virulent lytic-only,Preinfected with added viruses,to the third,12,2
SW,Virulent lytic-only,Preinfected with added viruses,to the fourth,12,25
SW,Virulent lytic-only,Preinfected with added viruses,to the fifth,12,246
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the first,12,631
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the second,12,5101
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the third,12,2717
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,12,1064
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,12,268
SW,Temperate with phenomenological induction,Uninfected,to the first,12,631
SW,Temperate with phenomenological induction,Uninfected,to the second,12,5017
SW,Temperate with phenomenological induction,Uninfected,to the third,12,39905
SW,Temperate with phenomenological induction,Uninfected,to the fourth,12,317291
SW,Temperate with phenomenological induction,Uninfected,to the fifth,12,2522343
SW,Temperate with phenomenological induction,Preinfected,to the first,12,631
SW,Temperate with phenomenological induction,Preinfected,to the second,12,5040
SW,Temperate with phenomenological induction,Preinfected,to the third,12,2900
SW,Temperate with phenomenological induction,Preinfected,to the fourth,12,1260
SW,Temperate with phenomenological induction,Preinfected,to the fifth,12,246
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the first,12,628
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the second,12,1224
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the third,12,1521
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,12,901
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,12,246
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,13,633
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,13,950
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,13,200
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,13,257
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,13,163
SW,Temperate with autophagy-triggered induction,Uninfected,to the first,13,633
SW,Temperate with autophagy-triggered induction,Uninfected,to the second,13,5033
SW,Temperate with autophagy-triggered induction,Uninfected,to the third,13,40004
SW,Temperate with autophagy-triggered induction,Uninfected,to the fourth,13,317916
SW,Temperate with autophagy-triggered induction,Uninfected,to the fifth,13,2526257
SW,Temperate with autophagy-triggered induction,Preinfected,to the first,13,642
SW,Temperate with autophagy-triggered induction,Preinfected,to the second,13,917
SW,Temperate with autophagy-triggered induction,Preinfected,to the third,13,192
SW,Temperate with autophagy-triggered induction,Preinfected,to the fourth,13,305
SW,Temperate with autophagy-triggered induction,Preinfected,to the fifth,13,150
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,13,0
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,13,1
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,13,7
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,13,75
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,13,150
SW,Virulent lytic-only,10:1 Co-incubation,to the first,13,633
SW,Virulent lytic-only,10:1 Co-incubation,to the second,13,887
SW,Virulent lytic-only,10:1 Co-incubation,to the third,13,78
SW,Virulent lytic-only,10:1 Co-incubation,to the fourth,13,30
SW,Virulent lytic-only,10:1 Co-incubation,to the fifth,13,163
SW,Virulent lytic-only,Uninfected,to the first,13,633
SW,Virulent lytic-only,Uninfected,to the second,13,5033
SW,Virulent lytic-only,Uninfected,to the third,13,40004
SW,Virulent lytic-only,Uninfected,to the fourth,13,317916
SW,Virulent lytic-only,Uninfected,to the fifth,13,2526257
SW,Virulent lytic-only,Preinfected,to the first,13,2
SW,Virulent lytic-only,Preinfected,to the second,13,83
SW,Virulent lytic-only,Preinfected,to the third,13,57
SW,Virulent lytic-only,Preinfected,to the fourth,13,15
SW,Virulent lytic-only,Preinfected,to the fifth,13,150
SW,Virulent lytic-only,Preinfected with added viruses,to the first,13,0
SW,Virulent lytic-only,Preinfected with added viruses,to the second,13,0
SW,Virulent lytic-only,Preinfected with added viruses,to the third,13,1
SW,Virulent lytic-only,Preinfected with added viruses,to the fourth,13,15
SW,Virulent lytic-only,Preinfected with added viruses,to the fifth,13,150
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the first,13,633
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the second,13,4969
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the third,13,1656
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,13,648
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,13,163
SW,Temperate with phenomenological induction,Uninfected,to the first,13,633
SW,Temperate with phenomenological induction,Uninfected,to the second,13,5033
SW,Temperate with phenomenological induction,Uninfected,to the third,13,40004
SW,Temperate with phenomenological induction,Uninfected,to the fourth,13,317916
SW,Temperate with phenomenological induction,Uninfected,to the fifth,13,2526257
SW,Temperate with phenomenological induction,Preinfected,to the first,13,635
SW,Temperate with phenomenological induction,Preinfected,to the second,13,4233
SW,Temperate with phenomenological induction,Preinfected,to the third,13,1768
SW,Temperate with phenomenological induction,Preinfected,to the fourth,13,768
SW,Temperate with phenomenological induction,Preinfected,to the fifth,13,150
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the first,13,422
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the second,13,747
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the third,13,927
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,13,549
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,13,150
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,14,635
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,14,580
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,14,138
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,14,168
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,14,100
SW,Temperate with autophagy-triggered induction,Uninfected,to the first,14,634
SW,Temperate with autophagy-triggered induction,Uninfected,to the second,14,5041
SW,Temperate with autophagy-triggered induction,Uninfected,to the third,14,40052
SW,Temperate with autophagy-triggered induction,Uninfected,to the fourth,14,318214
SW,Temperate with autophagy-triggered induction,Uninfected,to the fifth,14,2528124
SW,Temperate with autophagy-triggered induction,Preinfected,to the first,14,644
SW,Temperate with autophagy-triggered induction,Preinfected,to the second,14,582
SW,Temperate with autophagy-triggered induction,Preinfected,to the third,14,130
SW,Temperate with autophagy-triggered induction,Preinfected,to the fourth,14,201
SW,Temperate with autophagy-triggered induction,Preinfected,to the fifth,14,91
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,14,0
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,14,0
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,14,5
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,14,47
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,14,91
SW,Virulent lytic-only,10:1 Co-incubation,to the first,14,635
SW,Virulent lytic-only,10:1 Co-incubation,to the second,14,540
SW,Virulent lytic-only,10:1 Co-incubation,to the third,14,48
SW,Virulent lytic-only,10:1 Co-incubation,to the fourth,14,19
SW,Virulent lytic-only,10:1 Co-incubation,to the fifth,14,100
SW,Virulent lytic-only,Uninfected,to the first,14,634
SW,Virulent lytic-only,Uninfected,to the second,14,5041
SW,Virulent lytic-only,Uninfected,to the third,14,40052
SW,Virulent lytic-only,Uninfected,to the fourth,14,318214
SW,Virulent lytic-only,Uninfected,to the fifth,14,2528124
SW,Virulent lytic-only,Preinfected,to the first,14,3
SW,Virulent lytic-only,Preinfected,to the second,14,169
SW,Virulent lytic-only,Preinfected,to the third,14,110
SW,Virulent lytic-only,Preinfected,to the fourth,14,9
SW,Virulent lytic-only,Preinfected,to the fifth,14,91
SW,Virulent lytic-only,Preinfected with added viruses,to the first,14,0
SW,Virulent lytic-only,Preinfected with added viruses,to the second,14,0
SW,Virulent lytic-only,Preinfected with added viruses,to the third,14,1
SW,Virulent lytic-only,Preinfected with added viruses,to the fourth,14,9
SW,Virulent lytic-only,Preinfected with added viruses,to the fifth,14,91
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the first,14,634
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the second,14,3901
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the third,14,1010
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,14,395
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,14,100
SW,Temperate with phenomenological induction,Uninfected,to the first,14,634
SW,Temperate with phenomenological induction,Uninfected,to the second,14,5041
SW,Temperate with phenomenological induction,Uninfected,to the third,14,40052
SW,Temperate with phenomenological induction,Uninfected,to the fourth,14,318214
SW,Temperate with phenomenological induction,Uninfected,to the fifth,14,2528124
SW,Temperate with phenomenological induction,Preinfected,to the first,14,637
SW,Temperate with phenomenological induction,Preinfected,to the second,14,2800
SW,Temperate with phenomenological induction,Preinfected,to the third,14,1078
SW,Temperate with phenomenological induction,Preinfected,to the fourth,14,468
SW,Temperate with phenomenological induction,Preinfected,to the fifth,14,91
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the first,14,306
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the second,14,455
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the third,14,565
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,14,335
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,14,91
